id,tc,fair
0,15068.654999999999,0
1,14281.23,-4.929600000000001
2,13525.79,-1.1524
3,13201.23,0.47039999999999793
4,12883.465,-4.661000000000001
5,12272.845000000001,-1.6079000000000008
6,11966.545,-0.07639999999999958
7,12424.77,-4.1480999999999995
8,11889.705,-1.932299999999998
9,11603.385,-0.5007000000000019
10,11848.475,-2.5015
11,11737.3,-2.1839000000000013
12,11447.115,-0.8393999999999977
13,11502.695,-1.5135999999999967
14,11502.695,-1.5135999999999967
15,11368.055,-1.116100000000003
16,12983.93,1.5568999999999988
17,12228.490000000002,5.334099999999999
18,11903.93,6.956899999999997
19,11586.165,1.8254999999999981
20,10975.545,4.878599999999999
21,10669.244999999999,6.4101
22,11127.47,2.3384
23,10592.405,4.554200000000002
24,10306.085000000001,5.985799999999998
25,10551.175,3.9849999999999994
26,10440.0,4.302599999999998
27,10149.814999999999,5.647100000000002
28,10205.395,4.972900000000003
29,10205.395,4.972900000000003
30,10070.775,5.3703
31,12551.51,3.719000000000001
32,11796.07,7.496200000000002
33,11471.490000000002,9.1191
34,11153.724999999999,3.987700000000004
35,10543.125,7.040700000000001
36,10236.825,8.572199999999999
37,10695.03,4.500599999999999
38,10159.984999999999,6.716300000000004
39,9873.645,8.148
40,10118.755,6.147100000000002
41,10007.58,6.464700000000001
42,9717.395,7.809200000000001
43,9772.955,7.135100000000001
44,9772.955,7.135100000000001
45,9638.335000000001,7.532499999999999
46,13988.609999999999,-3.4664999999999964
47,13525.79,-1.1524
48,13201.23,0.47039999999999793
49,12630.685000000001,-3.397100000000002
50,12272.845000000001,-1.6079000000000008
51,11966.545,-0.07639999999999958
52,12170.880000000001,-3.1248000000000005
53,11889.705,-1.932299999999998
54,11603.385,-0.5007000000000019
55,11825.625,-2.405999999999999
56,11737.3,-2.1839000000000013
57,11447.115,-0.8393999999999977
58,11502.695,-1.5135999999999967
59,11502.695,-1.5135999999999967
60,11368.055,-1.116100000000003
61,12983.93,1.5568999999999988
62,12228.490000000002,5.334099999999999
63,11903.93,6.956899999999997
64,11586.165,1.8254999999999981
65,10975.545,4.878599999999999
66,10669.244999999999,6.4101
67,11127.47,2.3384
68,10592.405,4.554200000000002
69,10306.085000000001,5.985799999999998
70,10551.175,3.9849999999999994
71,10440.0,4.302599999999998
72,10149.814999999999,5.647100000000002
73,10205.395,4.972900000000003
74,10205.395,4.972900000000003
75,10070.775,5.3703
