   6.000,   4.000,   2.000,  12.000
   2.231,   5.139,   3.627,   7.160
   2.231,   5.139,   3.627,  14.321
   2.231,   5.139,   3.627,  21.481
   2.231,   5.139,   7.254,   7.160
   2.231,   5.139,   7.254,  14.321
   2.231,   5.139,   7.254,  21.481
   2.231,   5.139,  10.881,   7.160
   2.231,   5.139,  10.881,  14.321
   2.231,   5.139,  14.508,   7.160
   2.231,  10.278,   3.627,   7.160
   2.231,  10.278,   3.627,  14.321
   2.231,  10.278,   3.627,  21.481
   2.231,  10.278,   7.254,   7.160
   2.231,  10.278,   7.254,  14.321
   2.231,  10.278,  10.881,   7.160
   2.231,  15.417,   3.627,   7.160
   2.231,  15.417,   3.627,  14.321
   2.231,  15.417,   7.254,   7.160
   4.463,   5.139,   3.627,   7.160
   4.463,   5.139,   3.627,  14.321
   4.463,   5.139,   3.627,  21.481
   4.463,   5.139,   7.254,   7.160
   4.463,   5.139,   7.254,  14.321
   4.463,   5.139,  10.881,   7.160
   4.463,  10.278,   3.627,   7.160
   4.463,  10.278,   3.627,  14.321
   4.463,  10.278,   7.254,   7.160
   4.463,  15.417,   3.627,   7.160
   6.694,   5.139,   3.627,   7.160
   6.694,   5.139,   3.627,  14.321
   6.694,   5.139,   7.254,   7.160
   6.694,  10.278,   3.627,   7.160
   8.925,   5.139,   3.627,   7.160
